tag,count
DeferredTaxLiabilitiesGoodwillAndIntangibleAssets,10
Advances,10
VariableInterestEntityConsolidatedAssetsNoncurrent,10
SecuritiesBorrowedGrossIncludingNotSubjectToMasterNettingArrangement,10
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesOtherLiabilities,10
LifeSettlementContractsInvestmentMethodCarryingAmountMaturingInRemainderOfFiscalYear,10
SecuritiesFailedToDeliver,10
OtherForeclosedAssets,10
BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentAssets,10
AccruedInsuranceCurrentAndNoncurrent,10
CurrentReceivablesFromContractsWithCustomers,10
NoncurrentPrepaymentsAndNoncurrentAccruedIncome,10
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedNumberOfShares,10
BusinessAcquisitionPurchasePriceAllocationMineralRights,10
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,10
BusinessAcquisitionEquityInterestsIssuedOrIssuableNumberOfSharesIssued,10
SharesSubjectToMandatoryRedemptionSettlementTermsMaximumNumberOfShares,10
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,10
AccrualsClassifiedAsNoncurrent,9
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,9
IncreaseDecreaseInAccountsReceivable,9
LiabilitiesOtherThanActuarialPresentValueOfPromisedRetirementBenefits,9
RealEstateAndAccumulatedDepreciationCarryingAmountOfLand,9
AccruedProfessionalFees,9
EntityPublicFloat,9
PledgedAssetsNotSeparatelyReportedRealEstate,9
DebtInstrumentInterestRateStatedPercentageRateRangeMinimum,9
InterestBearingDepositsAtCarryingValue,9
ProfitLoss,9
ContractWithCustomerAssetAccumulatedAllowanceForCreditLossCurrent,9
DerivativeAssetNumberOfInstrumentsHeld,9
AccruedRent,9
RestructuringProvision,9
OtherCashEquivalentsAtCarryingValue,9
DeferredTaxLiabilitiesDeferredExpenseDeferredFinancingCosts,9
ForeignCurrencyDerivativeAssetsAtFairValue,9
ExperienceRatedRefundsPayable,9
DebtInstrumentInterestRateStatedPercentageRateRangeMaximum,9
VariableInterestEntityCarryingAmountOfCollateralizedAssets,9
AllowanceForLoanAndLeaseLossesProvisionForLossNet,9
DerivativeFinancialInstrumentsLiabilitiesFairValueDisclosure,9
CurrentSecuredBankLoansReceivedAndCurrentPortionOfNoncurrentSecuredBankLoansReceived,9
LineOfCreditFacilityCurrentBorrowingCapacity,9
BondsIssued,9
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,9
DisposalGroupIncludingDiscontinuedOperationGoodwill,9
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,9
AllowanceForLoanAndLeaseLossesAdjustmentsNet,9
GoodwillFairValueDisclosure,9
FreshStartAdjustmentIncreaseDecreaseDeferredFinancingCosts,9
LoansAndLeasesReceivableConsumerConstruction,9
AccrualsAndDeferredIncomeClassifiedAsCurrent,9
AdvancePaymentsNettedAgainstClaimReceivable,9
InvestmentInFederalHomeLoanBankStockFairValueDisclosure,9
Depreciation,9
AssetsUnderInsuranceContractsAndReinsuranceContractsIssued,9
TreasuryStockPreferredShares,9
ContractsReceivableClaimsAndUncertainAmounts,9
LineOfCreditFacilityMaximumBorrowingCapacity,9
SalesAndExciseTaxPayable,9
TroubledDebtRestructuringDebtorSubsequentPeriodsContingentPaymentsAmount,9
CostMethodInvestmentsFairValueDisclosure,9
PreferredStockAdditionalSeriesNoParValue,9
FinancialInstrumentsSoldNotYetPurchasedStateAndMunicipalGovernmentObligations,9
ContractLiabilities,9
NoncurrentFinancialLiabilitiesAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,9
StockholdersEquityNoteStockSplitConversionRatio,9
DebtSecuritiesAvailableForSaleAmortizedCostCurrent,8
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsPrepaidExpenseAndOtherAssets,8
PriceRiskFairValueHedgeDerivativeAtFairValueNet,8
Accruals,8
RealEstateWriteDownOrReserveAmount,8
ContingentConsiderationArrangementsAndIndemnificationAssetsRecognisedAsOfAcquisitionDate,8
ObligationWithJointAndSeveralLiabilityArrangementAmountOutstanding,8
LiabilitiesSubjectToCompromiseCapitalLeaseObligationsAndAccruedInterest,8
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,8
DeferredTaxAssetsDeferredGainOnSaleLeasebackTransaction,8
DefinedBenefitObligationAtPresentValue,8
TheatricalFilmCostsDevelopment,8
CurrentInterestReceivable,8
ObligationWithJointAndSeveralLiabilityArrangementAmountRecognized,8
DerivativeAssetNotionalAmount,8
DisposalGroupDeferredGainOnDisposal,8
AvailableforsaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureOtherThirdPartyGuaranteesAmount,8
PublicUtilitiesPropertyPlantAndEquipmentOriginalCostOfIntangibleUtilityPlants,8
CoalIndustryRetireeHealthBenefitActOf1992EstimatedAmountOfTotalObligation,8
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilities,8
PreferredUnitsValue,8
FlightEquipmentOwnedAccumulatedDepreciation,8
ReceivablesFromTaxesOtherThanIncomeTax,8
VariableInterestEntityConsolidatedAssetsNoncurrentPledged,8
RetailLandSalesDepositMethodDepositReceived,8
VariableInterestEntityCarryingAmountOfLiabilitiesConsolidatedVIE,8
AdjustmentsToAdditionalPaidInCapitalDividendsInExcessOfRetainedEarnings,8
VariableInterestEntityConsolidatedAssetsCurrentPledged,8
PublicUtilitiesPropertyPlantAndEquipmentNuclearFuelUnderCapitalLease,8
InvestmentsInAndAdvancesToAffiliatesBalanceShares,8
UnrecordedUnconditionalPurchaseObligationBalanceSheetAmount,8
IntangibleAssetsArisingFromInsuranceContractsAcquiredInBusinessCombination,8
IncreaseDecreaseInAccruedLiabilities,8
AccruedUtilitiesCurrentAndNoncurrent,8
HeldtomaturitySecuritiesRestrictedNoncurrent,8
LiabilityAssetOfDefinedBenefitPlans,8
PurchaseObligationFutureMinimumPaymentsRemainderOfFiscalYear,8
BiologicalAssets,8
DerivativeCollateralRightToReclaimSecurities,8
SharesSubjectToMandatoryRedemptionSettlementTermsExcessOfLiabilitiesOverAssets,8
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,8
PreferredStockAmountOfPreferredDividendsInArrears,8
LiabilityReportingCurrencyDenominatedValue,8
IntangibleAssetsUnderDevelopment,8
BusinessAcquisitionPreacquisitionContingencyAmountOfSettlement,8
ForeignCurrencyDerivativesAtFairValueNet,8
ForeignCurrencyFairValueHedgeLiabilityAtFairValue,8
DisposalGroupIncludingDiscontinuedOperationCapitalLeasedAssetsCurrent,8
RealEstateOwnedAccumulatedDepreciation,7
ContractWithCustomerAssetAccumulatedAllowanceForCreditLoss,7
CostMethodInvestmentsAggregateCarryingAmount,7
NetIncomeLossAvailableToCommonStockholdersBasic,7
IncreaseDecreaseInAccountsPayable,7
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsGoodwill,7
InvestmentsNetAssetValue,7
TimeSharingTransactionsAllowanceForUncollectibleAccountsOnReceivablesSoldWithRecourse,7
AuctionMarketPreferredSecuritiesStockSeriesAggregateRedemptionAmount,7
ValueAddedTaxReceivables,7
HedgingInstrumentAssets,7
NoncurrentFinancialLiabilitiesAtFairValueThroughProfitOrLoss,7
SECScheduleIIIRealEstateAndAccumulatedDepreciationCostsCapitalizedSubsequentToAcquisitionBuildingsAndImprovements,7
LossContingencySettlementAgreementConsideration1,7
AccruedVacation,7
DeferredCompensationArrangementWithIndividualCashAwardGrantedAmount,7
PreconfirmationCurrentMaturitiesOfCapitalLeaseObligations,7
LoansReceived,7
FairValueAssetsMeasuredOnRecurringBasisLoansReceivable,7
LiabilityAboveMarketForNonutilityGeneratorContractsNoncurrent,7
DisposalGroupIncludingDiscontinuedOperationIntangibleAssetsCurrent,7
LifeSettlementContractsFairValueMethodFaceValue,7
StockIssuedDuringPeriodSharesShareBasedCompensationForfeited,7
NetCashProvidedByUsedInOperatingActivities,7
ObligationWithJointAndSeveralLiabilityArrangementAmountReceivable,7
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccruedLiabilities,7
NumberOfSharesIssuedAndFullyPaid,7
DerivativeAssetFairValueGrossAssetIncludingNotSubjectToMasterNettingArrangement,7
CommonStockAdditionalSeriesValueOutstanding,7
AssetsHeldAsCollateralPermittedToBeSoldOrRepledgedAtFairValue,7
PayablesOnSocialSecurityAndTaxesOtherThanIncomeTax,7
SaleLeasebackTransactionCumulativeGainRecognized,7
GovernmentDebtInstrumentsHeld,7
InvestmentOwnedBalancePrincipalAmount,7
VariableInterestEntityNonconsolidatedCarryingAmountAssets,7
SharesInEntityHeldByEntityOrByItsSubsidiariesOrAssociates,7
AssociatedLiabilitiesThatEntityContinuesToRecognise,7
DebtSecuritiesAvailableForSaleAccumulatedGrossUnrealizedGainLossBeforeTax,7
OffBalanceSheetCreditLossLiability,7
FinancialAssetsPledgedAsCollateralForLiabilitiesOrContingentLiabilities,7
LossContingencyEstimateOfPossibleLoss,7
NetRegulatoryAssets,7
CapitalLeasesFutureMinimumPaymentsRemainderOfFiscalYear,7
IntercompanyForeignCurrencyBalanceAmount,7
InvestmentOwnedForeignCurrencyContractReportingCurrencyAmountCurrentValue,7
LongTermDebtComponentsBondsPayableCurrent,7
PledgedAssetsSeparatelyReportedOtherDebtSecuritiesAvailableForSaleOrHeldForInvestment,7
BusinessAcquisitionPreacquisitionContingencyAmount,7
RealEstateAndAccumulatedDepreciationCarryingAmountOfBuildingsAndImprovements,7
LoansHeldForSaleConsumerInstallmentStudent,7
MinimumLeasePaymentsSaleLeasebackTransactions,7
CurrentFinanceLeaseReceivables,7
StatutoryAccountingPracticesStatutoryAmountAvailableForDividendPaymentsWithRegulatoryApproval,7
StockIssuedDuringPeriodSharesReverseStockSplits,7
FairValueOfInvestmentsInEquityInstrumentsDesignatedAsMeasuredAtFairValueThroughOtherComprehensiveIncome,7
VariableInterestEntityConsolidatedLiabilitiesRecourse,7
SecurityOwnedAndPledgedAsCollateralAssociatedLiabilitiesFairValue,7
FiniteLivedRoyaltyGross,7
NoncurrentPayablesForPurchaseOfNoncurrentAssets,7
SecuritiesPurchasedUnderAgreementsToResellGross,7
BalancesOnTermDepositsFromCustomers,6
CapitalLeasesFutureMinimumPaymentsReceivableCurrent,6
CurrentFinancialLiabilitiesAtFairValueThroughProfitOrLossClassifiedAsHeldForTrading,6
LoansHeldForSaleConsumerCreditCard,6
OilAndGasAssets,6
CashSurrenderValueFairValueDisclosure,6
WeightedAverageNumberOfSharesOutstandingBasic,6
CurrentAccruedIncome,6
EquityMethodInvestmentUnderlyingEquityInNetAssets,6
PartnersCapitalDeferredCompensation,6
OperatingLeasesFutureMinimumPaymentsDueCurrent,6
AssetsOfWhollyOwnedRealEstateInvestmentSubsidiaries,6
LiabilitiesSubjectToCompromiseEmployeeAndDeemedClaims,6
AccrualsAndDeferredIncome,6
BalancesOnCurrentAccountsFromCustomers,6
AmountOfRegulatoryCostsNotYetApproved,6
IncreaseDecreaseInPrepaidExpense,6
DebtSecuritiesTradingAndEquitySecuritiesFvNiCost,6
BusinessCombinationContingentConsiderationAsset,6
PrepaidCongressionallyMandatedAssessments,6
LongTermDebtComponentsConvertibleDebt,6
ReceivablesFromContractsWithCustomers,6
AmortizationOfDebtDiscountPremium,6
SecuritiesPurchasedUnderAgreementsToResellLiability,6
TheatricalFilmCostsPreproduction,6
IncrementalCommonSharesAttributableToParticipatingNonvestedSharesWithNonForfeitableDividendRights,6
ConversionOfStockSharesConverted1,6
PreferredStockAdditionalSeriesCarryingAmount,6
DisposalGroupIncludingDiscontinuedOperationInventoryCurrent,6
NoncurrentFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,6
ProceedsFromShortTermDebt,6
MalpracticeLossContingencySubsequentEventBestEstimate,6
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,6
BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentLiabilities,6
FinancialInstrumentsOwnedStateAndMunicipalGovernmentObligationsAtFairValue,6
InterestBearingForeignDepositSavings,6
NetCashProvidedByUsedInInvestingActivities,6
FinancialInstrumentsSubjectToMandatoryRedemptionRedeemableWithinOneYear,6
FiniteLivedCopyrightsGross,6
CreditDerivativeCurrentFairValue,6
RetentionPayableDueOneYearOrLess,6
DeferredLeasingCommissions,6
BalancesOnDemandDepositsFromCustomers,6
PledgedFinancialInstrumentsNotSeparatelyReportedMortgageRelatedSecuritiesHeldToMaturity,6
HeldToMaturitySecuritiesContinuousUnrealizedLossPositionFairValue,6
InvestmentsForRiskOfPolicyholders,6
LiabilitiesDueToCentralBanks,6
LiabilitiesFromSharebasedPaymentTransactions2011,6
RedeemableConvertiblePreferredStockAggregateAmountOfRedemptionRequirement,6
IncreaseDecreaseInDeferredRevenue,6
PostconfirmationPropertyUnderCapitalLeaseArrangements,6
ForeignCurrencyCashFlowHedgeLiabilityAtFairValue,6
FinancialInstrumentSubjectToMandatoryRedemptionParValuePerShare,6
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentPeriodIncreaseDecrease,6
RecordedThirdPartyEnvironmentalRecoveriesNet,6
NewAccountingPronouncementOrChangeInAccountingPrincipleCumulativeEffectOfChangeOnEquityOrNetAssets1,6
LongtermOnerousContractsProvision,6
InterestRateDerivativeInstrumentsNotDesignatedAsHedgingInstrumentsAtFairValueNet,6
CashIncludingDiscontinuedOperations,6
MinimumLeasePaymentsSaleLeasebackTransactionsWithinOneYear,6
SecuritiesBorrowedLiability,6
PostconfirmationReorganizationValueInExcessOfAmountsAllocableToIdentifiableAssets,6
ReserveOfGainsAndLossesOnHedgingInstrumentsThatHedgeInvestmentsInEquityInstruments,6
TaxCutsAndJobsActOf2017TransitionTaxForAccumulatedForeignEarningsLiabilityNoncurrent,6
FairValueHedgesAtFairValueNet,6
ContractsReceivableClaimsAndUncertainAmountsExpectedToBeCollectedInRemainderOfFiscalYear,6
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,6
NetCashProvidedByUsedInFinancingActivities,6
TreasuryStockValueAcquiredParValueMethod,6
TheatricalFilmCostsProduction,5
FinancialLiabilitiesAtFairValue,5
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,5
NetCapital,5
IncreaseDecreaseInInventories,5
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAllowanceForLoanLossesDecreases1,5
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIndefiniteLivedIntangibleAssets,5
BalancesOnOtherDepositsFromCustomers,5
PledgedAssetsSeparatelyReportedSecuritiesPledgedForRepurchaseAgreementsAtFairValue,5
ForwardContractIndexedToIssuersEquitySettlementAlternativesCashAtFairValue,5
DebtorInPossessionFinancingAmountArranged,5
LineOfCreditFacilityCapacityAvailableForTradePurchases,5
DepreciationDepletionAndAmortization,5
NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForDistributionToOwners,5
LettersOfCreditOutstandingAmount,5
StockRepurchasedAndRetiredDuringPeriodShares,5
AccountsPayableInterestBearingInterestRate,5
LoansReceivableHeldForSaleNetNotPartOfDisposalGroupConsumerStudent,5
PrincipalAmountOutstandingOnLoansHeldForSaleOrSecuritization,5
BankBalancesAtCentralBanksOtherThanMandatoryReserveDeposits,5
ShorttermMiscellaneousOtherProvisions,5
OtherTaxCarryforwardDeferredTaxAsset,5
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,5
CashOnHand,5
CapitalUnitsDeductionsFromTotalCostToInvestors,5
DisposalGroupIncludingDiscontinuedOperationGoodwill1,5
Merchandise,5
SummaryOfInvestmentsOtherThanInvestmentsInRelatedPartiesCost,5
LongtermDebtPercentageBearingVariableInterestAmount,5
DepreciationExpenseOnReclassifiedAssets,5
NoncurrentPortionOfNoncurrentUnsecuredBankLoansReceived,5
ComprehensiveIncomeNetOfTax,5
SurplusDeficitInPlan,5
LessorDirectFinancingLeaseAssumptionsAndJudgmentsValueOfUnderlyingAssetAmount,5
BusinessAcquisitionPurchasePriceAllocationNotesPayableAndLongTermDebt,5
GasImbalancePayable,5
NoncurrentOreStockpiles,5
CommercialPapersIssued,5
PostconfirmationAccumulatedOtherComprehensiveIncomeLoss,5
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansBeforeReclassificationAdjustmentsTax,5
CurrentRawMaterialsAndCurrentProductionSupplies,5
OperatingExpenses,5
EstimatedFinancialEffectOfContingentLiabilities,5
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,5
AccruedExchangeFeeRebateCurrent,5
LiabilitiesArisingFromExplorationForAndEvaluationOfMineralResources,5
CommonStockDividendsPerShareCashPaid,5
EarningsPerShareBasicAndDiluted,5
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,5
AccruedEmployeeBenefits,5
CashEquivalents,5
AccruedBonusesCurrentAndNoncurrent,5
EquityMethodInvestmentSummarizedFinancialInformationLiabilities,5
LongTermDebtComponentsOtherDebt,5
RedeemableConvertiblePreferredStockRedemptionPricePerShare,5
ImpairmentOfIntangibleAssetsFinitelived,5
ConversionOfStockSharesIssued1,5
DerivativeLiabilityFairValueGrossAsset,5
FiniteLivedMediaContentGross,5
BrandNames,5
SharesSubjectToMandatoryRedemptionSettlementTermsNumberOfSharesIndexed,5
PledgedAssetsNotSeparatelyReportedNonsecuritizedInvestments,5
SecuritiesSoldUnderAgreementsToRepurchaseCollateralRightToReclaimCash,5
PurchaseCommitmentRemainingMinimumAmountCommitted,5
CurrentUnsecuredBankLoansReceivedAndCurrentPortionOfNoncurrentUnsecuredBankLoansReceived,5
ProvisionForLoanAndLeaseLosses,5
NoncurrentReceivablesFromContractsWithCustomers,5
AgriculturalRelatedInventoryPlantMaterial,5
DueToEmployeesCurrentAndNoncurrent,5
AirlineRelatedInventoryAircraftFuel,5
IndefiniteLivedIntangibleAssetsExcludingGoodwillFairValueDisclosure,5
BusinessAcquisitionPurchasePriceAllocationNoncurrentAssets,5
TransfersOfFinancialAssetsAccountedForAsSaleInitialFairValueOfLiabilitiesIncurred,5
AllowanceForLoanAndLeaseLossesWriteoffsNet,5
BadDebtReserveForTaxPurposesOfQualifiedLender,5
CostMethodInvestmentsRealizedLosses,5
DeferredTaxLiabilitiesUnrealizedGainsOnTradingSecurities,5
CashAndCashEquivalentsPeriodIncreaseDecrease,5
PropertyPlantAndEquipmentExpendituresRecognisedForConstructions,5
LoansPayableInDefault,5
CostMethodInvestmentsRealizedGains,5
MortgageLoansInProcessOfForeclosureAmount,5
MinimumLeasePaymentsSaleLeasebackTransactionsWithinThreeYears,5
SecuredDebtDollarRolls,5
ForeignCurrencyDerivativeInstrumentsNotDesignatedAsHedgingInstrumentsAssetAtFairValue,4
WorkInProgress,4
ServicingAssetAtAmortizedValueAmortization,4
CurrentInventoriesHeldForSale,4
DerivativeAssetFairValueNet,4
LongtermRestructuringProvision,4
DisposalGroupIncludingDiscontinuedOperationGoodwillNoncurrent,4
DeferredCompensationShareBasedArrangementsLiabilityNoncurrent,4
WellsInProcessOfDrilling,4
LifeSettlementContractsInvestmentMethodFiveYearDisclosurePremiumsToBePaid,4
LiabilitiesSubjectToCompromiseEarlyContractTerminationFees,4
GasAndOilAcreageUndevelopedGross,4
WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,4
ShortTermLeaseCommitmentAmount,4
SecuritiesSegregatedUnderOtherRegulations,4
ForeignCurrencyContractAssetFairValueDisclosure,4
DeferredTaxAssetsStateTaxes,4
FairValueOptionDisclosuresRelatedToElectionItemsExistingAtEffectiveDateAccruedLiabilities,4
EquityRestrictions,4
DepreciationAndAmortizationDiscontinuedOperations,4
OtherNoncashIncomeExpense,4
InterestBearingForeignDepositMoneyMarket,4
LongTermDebtComponentsCommercialLoansNoncurrent,4
LoansHeldForSaleCommercialAndIndustrial,4
BusinessAcquisitionPurchasePriceAllocationDeferredIncomeTaxesAssetLiabilityNet,4
CurrentRefundsProvision,4
PublicUtilitiesPropertyPlantAndEquipmentAmountOfAcquisitionAdjustmentsRelatedAccumulatedDepreciation,4
DeferredAcquisitionCostsArisingFromInsuranceContracts,4
LeveragedLeasesNetInvestmentInLeveragedLeasesDisclosureDeferredIncome,4
IndefiniteLivedSlotsAndRoutes,4
OtherComprehensiveLossHeldToMaturitySecurityOttiAfterAdjustmentsTax,4
FederalHomeLoanBankAdvancesMaturitiesSummaryByInterestRateType,4
FiniteLivedDistributionRightsGross,4
DeferredTaxAssetsEquityMethodInvestments,4
ForeignCurrencyDerivativeInstrumentsNotDesignatedAsHedgingInstrumentsLiabilityAtFairValue,4
NoncurrentLiabilitiesRecognisedAsOfAcquisitionDate,4
AssetsUnderManagementCarryingAmount,4
TaxBasisOfInvestmentsUnrealizedAppreciationDepreciationNet,4
SubsequentEventAmount,4
DueToEmployees,4
EmbeddedDerivativeFairValueOfEmbeddedDerivativeNet,4
FinancingReceivableAfterDeferredIncomeOffset,4
CapitalizedExploratoryWellCosts,4
AssetsDesignatedToClosedBlockOtherShortTermInvestments,4
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,4
NetIncomeLossAttributableToNoncontrollingInterest,4
SubordinatedBorrowingInterestRate,4
LongLivedAssetsHeldForSaleImpairmentCharge,4
InterestBearingDomesticDepositRetail,4
ReceivablesAndPayablesRelatedToInsuranceContracts,4
AmortizationOfFinancingCostsAndDiscounts,4
AssetsRecognisedFromCostsToObtainOrFulfilContractsWithCustomers,4
SignificantPurchaseCommitmentRemainingMinimumAmountCommitted,4
OtherCurrentBorrowingsAndCurrentPortionOfOtherNoncurrentBorrowings,4
AssetBackedSecuritiesAtCarryingValue,4
DerivativeLiabilityDesignatedAsHedgingInstrumentFairValue,4
PurchaseObligationDueInNextTwelveMonths,4
NoncurrentPortionOfOtherNoncurrentBorrowings,4
EquityMethodInvestmentDifferenceBetweenCarryingAmountAndUnderlyingEquity,4
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,4
FiniteLivedFranchiseRightsGross,4
RevenueRecognitionNewAccountingPronouncementMaterialEffectRevenueDeferredUnderAmendedGuidance,4
ProductLiabilityAccrualComponentAmount,4
LesseeOperatingLeaseLiabilityPaymentsDue,4
LiabilitiesRelatedToInvestmentContractsFairValueDisclosure,4
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,4
ShorttermWarrantyProvision,4
ProvisionsForDoubtfulDebtsRelatedToOutstandingBalancesOfRelatedPartyTransaction,4
NoncurrentNoncashAssetsPledgedAsCollateralForWhichTransfereeHasRightByContractOrCustomToSellOrRepledgeCollateral,4
AdvancesReceivedOnGovernmentContractsNotNettedAgainstAccountsReceivable,4
BusinessAcquisitionPurchasePriceAllocationIntangibleAssetsOtherThanGoodwill,4
NoncurrentValueAddedTaxReceivables,4
EffectOfExchangeRateOnCashAndCashEquivalents,4
PostconfirmationCurrentMaturitiesOfLongTermDebt,4
ProductWarrantyAccrualCurrent,4
ReceivablesDueFromAssociates,4
BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount,4
AmortizationOfLeasedAsset,4
GrossLoanCommitments,4
SecuritiesBorrowedFairValueOfCollateral,4
LoansAndLeasesReceivableGrossCarryingAmountCommercial,4
DeferredTaxAssetsOperatingLossCarryforwards,4
HedgingInstrumentLiabilities,4
InterestExpenseFederalHomeLoanBankAndFederalReserveBankAdvancesLongTerm,4
SaleOfStockPricePerShare,4
GoodwillNotAllocatedAmount,4
DefinedBenefitPlanNoncurrentAssetsForPlanBenefits,4
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentAssets,4
AccountsPayableInterestBearing,4
CumulativeEffectOnRetainedEarningsNetOfTax1,4
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,4
NoncashOrPartNoncashAcquisitionPayablesAssumed,4
PreconfirmationCapitalLeaseObligationsNoncurrent,4
ShareBasedCompensation,4
PreferredStockDividendRatePerDollarAmount,4
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateAmortizedCost,4
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,4
IncreaseDecreaseInCustomerAdvances,4
OtherInventoryWarehouse,4
WeightedAverageNumberOfSharesContingentlyIssuable,4
OilAndGasSalesPayableCurrentAndNoncurrent,4
DeferredTaxAssetsPropertyPlantAndEquipment,4
VariableInterestEntityConsolidatedAssetsNotPledged,4
PaymentsOfStockIssuanceCosts,3
PriceRiskDerivativeAssetsAtFairValue,3
CostmethodInvestmentsOtherThanTemporaryImpairment,3
IntangibleAssetsMaterialToEntity,3
LIFOInventoryAmount,3
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,3
EquityIssuanceTotalDollarAmount,3
CurrentNoncashAssetsPledgedAsCollateralForWhichTransfereeHasRightByContractOrCustomToSellOrRepledgeCollateral,3
GrossAmountDueFromCustomersForContractWorkAsAsset,3
LineOfCreditFacilityRemainingBorrowingCapacity,3
CommitmentsFairValueDisclosure,3
CertainLoansAndDebtSecuritiesAcquiredInTransferAllowanceForCreditLossesDueToSubsequentImpairment,3
LoansReceivableHeldForSaleNetNotPartOfDisposalGroupCommercialAndIndustrial,3
LongTermDebtComponentsBondsPayableNoncurrent,3
BankAcceptancesExecuted,3
CurrentFinancialLiabilitiesAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,3
DeferredTaxLiabilitiesUnrealizedCurrencyTransactionGains,3
DisposalGroupIncludingDiscontinuedOperationIntangibleAssetsNoncurrent,3
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetPriorServiceCostCreditAfterTax,3
LoansReceivableWithFixedRatesOfInterest1,3
Revenues,3
PledgedAssetsNotSeparatelyReportedOnStatementOfFinancialPosition,3
CommercialPaperCurrent,3
OtherLiabilitiesUnderInsuranceContractsAndReinsuranceContractsIssued,3
FinancingReceivableRecordedInvestmentPastDue,3
IncreaseDecreaseInOtherNoncurrentAssets,3
PostconfirmationStockholdersEquity,3
IncreaseDecreaseInInterestPayableNet,3
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssets,3
DefinedBenefitPlanBeforeAdoptionOfSFAS158RecognitionProvisionsAccruedBenefitLiability,3
GeneralAndAdministrativeExpense,3
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedGainBeforeTax,3
DisposalGroupIncludingDiscontinuedOperationPrepaidAndOtherAssets,3
DefinedBenefitPlanAccumulatedBenefitObligation,3
SECScheduleIIIRealEstateInvestmentPropertyNet,3
OtherComprehensiveIncomeLossNetOfTax,3
CurrentInvestmentsInEquityInstrumentsDesignatedAtFairValueThroughOtherComprehensiveIncome,3
GoodwillTranslationAdjustments,3
PercentageOfDebtHedgedByInterestRateDerivatives,3
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansNetOfTax,3
StockDividendsShares,3
PaymentsToAcquirePropertyPlantAndEquipment,3
FinancialGuaranteeInsuranceContractsPremiumReceivedOverContractPeriodUnearnedPremiumRevenue,3
GeneralPartnersCapitalAccountValue,3
IncreaseDecreaseInOtherReceivables,3
FinancialAssetsPreviouslyDesignatedAtFairValueThroughProfitOrLossReclassifiedDueToRequirementsOfIFRS9FirstApplicationOfIFRS9,3
DeferredTaxLiabilitiesInvestmentInNoncontrolledAffiliates,3
RetailLandSalesDepositMethodPropertyCarryingValue,3
SpareParts,3
